Name,Launch date (YYYY-MM-DD),Status,Action
STARLINK-1218,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1219,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1220,2020-02-17,DECAYED,
STARLINK-1231,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1232,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1233,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1245,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1254,2020-02-17,DECAYED,
STARLINK-1271,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1105,2020-02-17,DECAYED,
STARLINK-1187,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1188,2020-02-17,DECAYED,
STARLINK-1189,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1191,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1212,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1214,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1215,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1217,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1221,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1222,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1226,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1227,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1229,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1235,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1238,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1243,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1246,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1247,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1270,2020-02-17,IN ORBIT,TRACK IT
FALCON 9 DEB,2020-02-17,DECAYED,
FALCON 9 DEB,2020-02-17,DECAYED,
FALCON 9 DEB,2020-02-17,DECAYED,
FALCON 9 DEB,2020-02-17,DECAYED,
FALCON 9 R/B,2020-02-17,DECAYED,
JCSAT 17,2020-02-18,IN ORBIT,TRACK IT
GEO-KOMPSAT-2B,2020-02-18,IN ORBIT,TRACK IT
ARIANE 5 DEB (SYLDA),2020-02-18,IN ORBIT,TRACK IT
ARIANE 5 R/B,2020-02-18,IN ORBIT,TRACK IT
OBJECT A,2020-02-19,IN ORBIT,TRACK IT
OBJECT B,2020-02-19,IN ORBIT,TRACK IT
OBJECT C,2020-02-19,IN ORBIT,TRACK IT
OBJECT D,2020-02-19,IN ORBIT,TRACK IT
OBJECT E,2020-02-19,IN ORBIT,TRACK IT
MERIDIAN 9,2020-02-20,IN ORBIT,TRACK IT
FREGAT R/B,2020-02-20,IN ORBIT,TRACK IT
ULTP,2020-02-15,IN ORBIT,TRACK IT
DRAGON CRS-20,2020-03-07,DECAYED,
DRAGON CRS-20 DEB,2020-03-07,DECAYED,
DRAGON CRS-20 DEB,2020-03-07,DECAYED,
BEIDOU 3 G2,2020-03-09,IN ORBIT,TRACK IT
CZ-3B R/B,2020-03-09,IN ORBIT,TRACK IT
COSMOS 2545 (GLONASS),2020-03-16,IN ORBIT,TRACK IT
FREGAT R/B,2020-03-16,IN ORBIT,TRACK IT
STARLINK-1279,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1301,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1306,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1311,2020-03-18,DECAYED,
STARLINK-1313,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1317,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1262,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1273,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1276,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1277,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1281,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1287,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1288,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1295,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1300,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1302,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1304,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1305,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1310,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1319,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1207,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1258,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1264,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1266,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1267,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1268,2020-03-18,DECAYED,
STARLINK-1272,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1274,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1280,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1283,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1284,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1289,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1290,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1291,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1292,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1297,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1303,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1307,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1312,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1255,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1213,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1256,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1257,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1259,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1260,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1263,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1265,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1275,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1278,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1282,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1285,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1293,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1296,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1298,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1309,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1316,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1318,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1286,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1299,2020-03-18,IN ORBIT,TRACK IT
STARLINK-1308,2020-03-18,IN ORBIT,TRACK IT
FALCON 9 DEB,2020-03-18,DECAYED,
FALCON 9 DEB,2020-03-18,DECAYED,
FALCON 9 DEB,2020-03-18,DECAYED,
FALCON 9 DEB,2020-03-18,DECAYED,
ONEWEB-0066,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0067,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0080,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0090,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0061,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0081,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0069,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0031,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0027,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0064,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0018,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0083,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0095,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0092,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0085,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0096,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0037,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0042,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0098,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0055,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0093,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0029,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0068,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0046,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0063,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0019,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0094,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0087,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0082,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0050,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0034,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0060,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0086,2020-03-21,IN ORBIT,TRACK IT
ONEWEB-0088,2020-03-21,IN ORBIT,TRACK IT
YAOGAN-30 R,2020-03-24,IN ORBIT,TRACK IT
YAOGAN-30 S,2020-03-24,IN ORBIT,TRACK IT
YAOGAN-30 T,2020-03-24,IN ORBIT,TRACK IT
CZ-2C R/B,2020-03-24,IN ORBIT,TRACK IT
TDO 2 SPACECRAFT,2020-03-26,IN ORBIT,TRACK IT
AEHF 6 (USA 298),2020-03-26,IN ORBIT,TRACK IT
ATLAS 5 CENTAUR R/B,2020-03-26,IN ORBIT,TRACK IT
SOYUZ MS-16,2020-04-09,DECAYED,
SL-4 R/B,2020-04-09,DECAYED,
NOUR 01,2020-04-21,IN ORBIT,TRACK IT
QASED R/B,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1329,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1338,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1339,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1341,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1350,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1352,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1353,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1362,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1367,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1368,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1369,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1371,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1372,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1373,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1374,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1375,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1377,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1378,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1379,2020-04-22,DECAYED,
STARLINK-1390,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1294,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1322,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1323,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1325,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1327,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1334,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1336,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1342,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1344,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1346,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1348,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1354,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1355,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1356,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1357,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1358,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1361,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1363,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1366,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1376,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1261,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1320,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1321,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1324,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1326,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1328,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1330,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1331,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1332,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1333,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1335,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1337,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1340,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1343,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1345,2020-04-22,DECAYED,
STARLINK-1347,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1349,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1360,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1364,2020-04-22,IN ORBIT,TRACK IT
STARLINK-1365,2020-04-22,IN ORBIT,TRACK IT
FALCON 9 DEB,2020-04-22,DECAYED,
FALCON 9 DEB,2020-04-22,DECAYED,
FALCON 9 DEB,2020-04-22,DECAYED,
FALCON 9 DEB,2020-04-22,DECAYED,
PROGRESS MS-14,2020-04-25,DECAYED,
SL-4 R/B,2020-04-25,DECAYED,
XZF CAPSULE,2020-05-05,DECAYED,
INFLATABLE TEST MODULE,2020-05-05,DECAYED,
CZ-5B R/B,2020-05-05,DECAYED,
XINGYUN-2 01,2020-05-12,IN ORBIT,TRACK IT
XINGYUN-2 02,2020-05-12,IN ORBIT,TRACK IT
KZ-1A R/B,2020-05-12,DECAYED,
USA 299 (X-37B; OTV 6),2020-05-17,IN ORBIT,TRACK IT
HTV-9,2020-05-20,DECAYED,
COSMOS 2546,2020-05-22,IN ORBIT,TRACK IT
FREGAT R/B,2020-05-22,IN ORBIT,TRACK IT
USA 300,2020-05-17,IN ORBIT,TRACK IT
XJS G,2020-05-29,IN ORBIT,TRACK IT
XJS H,2020-05-29,IN ORBIT,TRACK IT
CZ-11 DEB,2020-05-29,IN ORBIT,TRACK IT
CREW DRAGON DEMO-2,2020-05-30,DECAYED,
HEAD-4,2020-05-31,IN ORBIT,TRACK IT
GAOFEN 9 02,2020-05-31,IN ORBIT,TRACK IT
CZ-2D DEB,2020-05-31,IN ORBIT,TRACK IT
CZ-2D DEB,2020-05-31,IN ORBIT,TRACK IT
CZ-2D DEB,2020-05-31,IN ORBIT,TRACK IT
CREW DRAGON DEMO-2 DEB,2020-05-30,DECAYED,
FALCONSAT-8,2020-05-17,IN ORBIT,TRACK IT
STARLINK-1440,2020-06-04,DECAYED,
STARLINK-1441,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1442,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1443,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1444,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1445,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1446,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1447,2020-06-04,DECAYED,
STARLINK-1448,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1449,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1450,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1451,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1452,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1453,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1454,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1455,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1456,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1457,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1458,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1460,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1392,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1393,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1394,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1395,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1396,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1397,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1399,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1401,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1402,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1404,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1406,2020-06-04,DECAYED,
STARLINK-1408,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1413,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1414,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1415,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1416,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1417,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1419,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1420,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1422,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1351,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1370,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1398,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1400,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1403,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1405,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1407,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1409,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1410,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1411,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1412,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1418,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1421,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1423,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1433,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1434,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1436,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1437,2020-06-04,IN ORBIT,TRACK IT
STARLINK-1438,2020-06-04,DECAYED,
STARLINK-1439,2020-06-04,DECAYED,
FALCON 9 DEB,2020-06-04,DECAYED,
FALCON 9 DEB,2020-06-04,DECAYED,
FALCON 9 DEB,2020-06-04,DECAYED,
FALCON 9 DEB,2020-06-04,DECAYED,
HAIYANG 1D,2020-06-10,IN ORBIT,TRACK IT
CZ-2C R/B,2020-06-10,IN ORBIT,TRACK IT
USA 301,2020-06-13,IN ORBIT,TRACK IT
USA 302,2020-06-13,IN ORBIT,TRACK IT
USA 303,2020-06-13,IN ORBIT,TRACK IT
ANDESITE,2020-06-13,IN ORBIT,TRACK IT
M2 PATHFINDER,2020-06-13,IN ORBIT,TRACK IT
ELECTRON KICK STAGE R/B,2020-06-13,IN ORBIT,TRACK IT
ELECTRON R/B,2020-06-13,DECAYED,
STARLINK-1461,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1465,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1466,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1467,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1468,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1471,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1472,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1473,2020-06-13,DECAYED,
STARLINK-1474,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1475,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1479,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1480,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1481,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1483,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1500,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1503,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1504,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1506,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1507,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1516,2020-06-13,DECAYED,
STARLINK-1391,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1464,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1469,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1476,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1477,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1478,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1484,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1486,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1487,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1493,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1494,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1495,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1499,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1501,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1502,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1508,2020-06-13,DECAYED,
STARLINK-1509,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1511,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1521,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1459,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1462,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1463,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1470,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1482,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1485,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1488,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1489,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1490,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1491,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1492,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1496,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1497,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1498,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1505,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1510,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1512,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1513,2020-06-13,IN ORBIT,TRACK IT
STARLINK-1517,2020-06-13,IN ORBIT,TRACK IT
SKYSAT C14,2020-06-13,IN ORBIT,TRACK IT
SKYSAT C16,2020-06-13,IN ORBIT,TRACK IT
SKYSAT C15,2020-06-13,IN ORBIT,TRACK IT
FALCON 9 DEB,2020-06-13,DECAYED,
FALCON 9 DEB,2020-06-13,DECAYED,
FALCON 9 DEB,2020-06-13,DECAYED,
GAOFEN 9 03,2020-06-17,IN ORBIT,TRACK IT
ZHEDA PIXING 3A,2020-06-17,IN ORBIT,TRACK IT
HEAD-5,2020-06-17,IN ORBIT,TRACK IT
CZ-2D DEB,2020-06-17,IN ORBIT,TRACK IT
FALCON 9 DEB,2020-06-13,DECAYED,
FALCON 9 DEB,2020-06-13,DECAYED,
CZ-2D DEB,2020-06-17,IN ORBIT,TRACK IT
CZ-2D DEB,2020-06-17,IN ORBIT,TRACK IT
CZ-2D DEB,2020-06-17,IN ORBIT,TRACK IT
BEIDOU 3 G3,2020-06-23,IN ORBIT,TRACK IT
CZ-3B R/B,2020-06-23,IN ORBIT,TRACK IT
FALCON 9 DEB,2020-06-13,DECAYED,
NAVSTAR 79 (USA 304),2020-06-30,IN ORBIT,TRACK IT
GAOFEN DUOMO (GFDM),2020-07-03,IN ORBIT,TRACK IT
BY70-2,2020-07-03,IN ORBIT,TRACK IT
CZ-4B R/B,2020-07-03,IN ORBIT,TRACK IT
SHIYAN 6 02 (SY-6 02),2020-07-04,IN ORBIT,TRACK IT
OFEQ 16,2020-07-06,IN ORBIT,TRACK IT
SHAVIT R/B,2020-07-06,DECAYED,
APSTAR 6D,2020-07-09,IN ORBIT,TRACK IT
CZ-3B R/B,2020-07-09,IN ORBIT,TRACK IT
USA 305,2020-07-15,IN ORBIT,TRACK IT
USA 306,2020-07-15,IN ORBIT,TRACK IT
USA 307,2020-07-15,IN ORBIT,TRACK IT
USA 308,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 R/B,2020-07-15,IN ORBIT,TRACK IT
AL-AMAL (HOPE),2020-07-19,DECAYED,
H-2A R/B,2020-07-19,DECAYED,
KOREASAT 116,2020-07-20,IN ORBIT,TRACK IT
FALCON 9 R/B,2020-07-20,IN ORBIT,TRACK IT
TIANWEN-1,2020-07-23,DECAYED,
CZ-5 R/B,2020-07-23,DECAYED,
PROGRESS MS-15,2020-07-23,DECAYED,
SL-4 R/B,2020-07-23,DECAYED,
OBJECT A,2020-07-25,IN ORBIT,TRACK IT
OBJECT B,2020-07-25,IN ORBIT,TRACK IT
OBJECT C,2020-07-25,IN ORBIT,TRACK IT
OBJECT D,2020-07-25,DECAYED,
OBJECT E,2020-07-25,IN ORBIT,TRACK IT
MARS 2020,2020-07-30,DECAYED,
ATLAS 5 CENTAUR R/B,2020-07-30,DECAYED,
OBJECT A,2020-07-30,IN ORBIT,TRACK IT
OBJECT B,2020-07-30,IN ORBIT,TRACK IT
BREEZE-M R/B,2020-07-30,IN ORBIT,TRACK IT
BREEZE-M DEB (TANK),2020-07-30,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,DECAYED,
MINOTAUR 4 DEB,2020-07-15,DECAYED,
MINOTAUR 4 DEB,2020-07-15,DECAYED,
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,DECAYED,
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
MINOTAUR 4 DEB,2020-07-15,IN ORBIT,TRACK IT
GAOFEN 9 04,2020-08-06,IN ORBIT,TRACK IT
TSINGHUA SCIENCE,2020-08-06,IN ORBIT,TRACK IT
STARLINK-1522,2020-08-07,IN ORBIT,TRACK IT
STARLINK-1523,2020-08-07,IN ORBIT,TRACK IT
STARLINK-1526,2020-08-07,IN ORBIT,TRACK IT
